TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Factors Affecting Jordanian Consumers' Attitudes Towards Facebook Advertising: Case Study of Tourism","Abu-Ghosh, Dina Hesham; Al-Dmour, Hani; Alalwan, Ali Abdallah; Al-Dmour, Rand Hani","","","Dwivedi, YK; Rana, NP; Slade, EL; Shareef, MA; Clement, M; Simintiras, AC; Lal, B","EMERGING MARKETS FROM A MULTIDISCIPLINARY PERSPECTIVE: CHALLENGES, OPPORTUNITIES AND RESEARCH AGENDA","2018","2018","","","","","","285","302","","10.1007/978-3-319-75013-2_22","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"PRIORITIZING PRIVACY IN THE COURTS AND BEYOND","Boliek, Babette","","","","CORNELL LAW REVIEW","2018","2018","103","5","","","","1101","1153","","","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Do You Really Trust "Privacy Policy" or "Terms of Use" Agreements Without Reading Them?","Moallem, Abbas","","","Nicholson, D","ADVANCES IN HUMAN FACTORS IN CYBERSECURITY","2018","2018","593","","","","","290","295","","10.1007/978-3-319-60585-2_27","AHFE International Conference on Human Factors in Cybersecurity","JUL 17-21, 2017","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"UNIVERSITY STUDENTS' AND FACULTY'S VIEWS ON ETHICAL USE OF FACEBOOK WITHIN ICT CONTEXT","Basaran, Seren; Rukundo, S. G.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)","2018","2018","","","","","","3679","3688","","","12th International Technology, Education and Development Conference (INTED)","MAR 05-07, 2018","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Data-Driven Monitoring and Optimization of Classroom Usage in a Smart Campus","Sutjarittham, Thanchanok; Gharakheili, Hassan Habibi; Kanhere, Sahl S.; Sivaraman, Vijay","","","","2018 17TH ACM/IEEE INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING IN SENSOR NETWORKS (IPSN)","2018","2018","","","","","","224","229","","10.1109/IPSN.2018.00050","17th ACM/IEEE International Conference on Information Processing in Sensor Networks (IPSN)","APR 11-13, 2018","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Attitudes and beliefs related to reporting alcohol consumption in research studies: a case from Jordan","Alhashimi, Farah H.; Khabour, Omar F.; Alzoubi, Karem H.; Al-Shatnawi, Samah F.","","","","PRAGMATIC AND OBSERVATIONAL RESEARCH","2018","2018","9","","","","","55","61","","10.2147/POR.S172613","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"FACTORS INFLUENCING THE USE OF M-COMMERCE: AN EXTENDED TECHNOLOGY ACCEPTANCE MODEL PERSPECTIVE","Barry, Moussa; Jan, Muhammad Tahir","","","","INTERNATIONAL JOURNAL OF ECONOMICS MANAGEMENT AND ACCOUNTING","2018","2018","26","1","","","","157","183","","","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Open Proctor: An Academic Integrity Tool for the Open Learning Environment","Amigud, Alexander; Arnedo-Moreno, Joan; Daradoumis, Thanasis; Guerrero-Roldan, Ana-Elena","","","Barolli, L; Woungang, I; Hussain, OK","ADVANCES IN INTELLIGENT NETWORKING AND COLLABORATIVE SYSTEMS, INCOS-2017","2018","2018","8","","","","","262","273","","10.1007/978-3-319-65636-6_23","9th International Conference on Intelligent Networking and Collaborative Systems (INCoS)","AUG 24-26, 2017","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Big Brother Goes to School: Privacy Awareness and Parental Support for Technological Security Measures","Ireland, Leanna","","","","JOURNAL OF APPLIED SECURITY RESEARCH","2018","2018","13","3","","","","267","284","","10.1080/19361610.2018.1463133","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Students' Housing in Private Universities in Nigeria: Influencing Factors and Effect on Academic Performance","Adama, Joshua Ugbede; Aghimien, Douglas Omoregie; Fabunmi, Christopher Odunmorayo","","","","INTERNATIONAL JOURNAL OF BUILT ENVIRONMENT AND SUSTAINABILITY","2018","2018","5","1","","","","12","20","","10.11113/ijbes.v5.n1.242","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Queer Visibility: Supporting LGBT plus Selective Visibility on Social Media","Carrasco, Matthew; Kerne, Andruid","","","","PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018)","2018","2018","","","","","","","","","10.1145/3173574.3173824","CHI Conference on Human Factors in Computing Systems (CHI)","APR 21-26, 2018","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Sex differences in attitudes towards online privacy and anonymity among Israeli students with different technical backgrounds","Weinberger, Maor; Zhitomirsky-Geffet, Maayan; Bouhnik, Dan","","","","INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL","DEC 2017","2017","22","4","","","","","","777","","Conference on Research Applications, Information and Library Studies (RAILS)","DEC 06-08, 2016","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Patient portals and young people: addressing the privacy dilemma of providing access to health information","Wong, Deanne; Morgan-Lynch, Sebastian","","","","JOURNAL OF PRIMARY HEALTH CARE","DEC 2017","2017","9","4","","","","240","243","","10.1071/HC17037","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"Validity and reliability of the Turkish Version of the Self-Disclosure Scale among university students","Oksuz, Emine; Mersin, Sevinc; Turker, Turker","","","","ANADOLU PSIKIYATRI DERGISI-ANATOLIAN JOURNAL OF PSYCHIATRY","DEC 2017","2017","18","6","","","","586","593","","10.5455/apd.259467","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"Evaluation of the Introduction of an e-Health Skills Component for Dietetics Students","Rollo, Megan E.; Collins, Clare E.; MacDonald-Wicks, Lesley","","","","TELEMEDICINE AND E-HEALTH","NOV 2017","2017","23","11","","","","930","933","","10.1089/tmj.2016.0250","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"An Examination of Secondary School Students' Habits of Using Internet","Ogur, Birgul; Yilmaz, Rabia Meryem; Goktas, Yuksel","","","","PEGEM EGITIM VE OGRETIM DERGISI","SEP 2017","2017","7","3","","","","421","452","","10.14527/pegegog.2017.016","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"Playing Digital Security: Youth Voices on their Digital Rights","Costa, Conceicao; Sousa, Carla; Rogado, Jose; Henriques, Sara","","","","INTERNATIONAL JOURNAL OF GAME-BASED LEARNING","JUL-SEP 2017","2017","7","3","","","","11","25","","10.4018/IJGBL.2017070102","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"Participation and Privacy Perception in Virtual Environments: The Role of Sense of Community, Culture and Gender between Italian and Turkish","Guazzini, Andrea; Sarac, Ayca; Donati, Camillo; Nardi, Annalisa; Vilone, Daniele; Meringolo, Patrizia","","","","FUTURE INTERNET","JUN 2017","2017","9","2","","","","","","11","10.3390/fi9020011","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"THE INFLUENCE OF TEACHING METHODS ON LEARNERS' PERCEPTION OF E-SAFETY","Simandl, Vaclav; Dobias, Vaclav; Sery, Michal","","","","JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-INNOVATIONS IN PRACTICE","2017","2017","16","","","","","253","275","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"E-safety in Web 2.0 Learning Environments: A Research Synthesis and Implications for Researchers and Practitioners","Parmaxi, Antigoni; Papadamou, Kostantinos; Sirivianos, Michael; Stamatelatos, Makis","","","Zaphiris, P; Ioannou, A","LEARNING AND COLLABORATION TECHNOLOGIES: NOVEL LEARNING ECOSYSTEMS, LCT 2017, PT I","2017","2017","10295","","","","","249","261","","10.1007/978-3-319-58509-3_20","4th International Conference on Learning and Collaboration Technologies (LCT) Held as Part of 19th International Conference on Human-Computer Interaction (HCI International)","JUL 09-14, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Empirical study on the risky behavior and security awareness among secondary school pupils - validation and preliminary results","Velki, T.; Solic, K.; Gorjanac, V.; Nenadic, K.","","","Biljanovic, P; Koricic, M; Skala, K; Grbac, TG; CicinSain, M; Sruk, V; Ribaric, S; Gros, S; Vrdoljak, B; Mauher, M; Tijan, E; Hormot, F","2017 40TH INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO)","2017","2017","","","","","","1280","1284","","","40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","MAY 22-26, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Teaching Computer Vision and its Societal Effects: A Look at Privacy and Security Issues from the Students' Perspective","Cote, Melissa; Albu, Alexandra Branzan","","","","2017 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION WORKSHOPS (CVPRW)","2017","2017","","","","","","1378","1386","","10.1109/CVPRW.2017.180","30th IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","JUL 21-26, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"PERCEPTIONS OF STUDENTS IN SCIENCE OF EDUCATION ON SOCIAL NETWORKS SUCH AS TEACHING METHODOLOGY","Rodriguez Gallego, Margarita R.; Lopez Martinez, Antonia; Martin Herrera, Inmaculada","","","","PIXEL-BIT- REVISTA DE MEDIOS Y EDUCACION","JAN 2017","2017","","50","","","","77","93","","10.12795/pixelbit.2016.i50.05","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Blockchain technology and education","Albeanu, Grigore","","","Vlada, M; Albeanu, G; Adascalitei, A; Popovici, M","PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON VIRTUAL LEARNING, ICVL 2017","2017","2017","","","","","","271","275","","","12th International Conference on Virtual Learning (ICVL-2017)","OCT 28, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Challenges in introducing new products: A case study on the new product development process","Rankin, Robert; Mintu-Wimsatt, Alma","","","","E-JOURNAL OF BUSINESS EDUCATION & SCHOLARSHIP OF TEACHING","2017","2017","11","2","","","","95","101","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"Effect on Users of the Seating Element Types in Cafes/Restaurants","Ayalp, Nur; Yildirim, Kemal; Cagatay, Kubulay","","","","GAZI UNIVERSITY JOURNAL OF SCIENCE","2017","2017","30","4","","","","15","28","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Sex Differences in the Perceived Appropriateness of Receiving Verbal Aggression","Aloia, Lindsey Susan; Solomon, Denise Haunani","","","","COMMUNICATION RESEARCH REPORTS","2017","2017","34","1","","","","1","10","","10.1080/08824096.2016.1230055","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"STUDENTS AND ONLINE PRIVACY","Sigmund, Tomas","","","Houska, M; Krejci, I; Flegl, M; Fejfarova, M; Urbancova, H; Husak, J","PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2017 (ERIE)","2017","2017","","","","","","381","387","","","14th International Conference on Efficiency and Responsibility in Education (ERIE)","JUN 08-09, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"A Novel Approach for Analyzing Student Interaction with Educational Systems","Hussain, Mohammed; Al-Mourad, M. Basel; Hussein, Abdullah; Mathew, Sujith; Morsy, Essam","","","","PROCEEDINGS OF 2017 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON2017)","2017","2017","","","","","","1332","1336","","","8th IEEE Global Engineering Education Conference (EDUCON)","APR 25-28, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"College Drinkers' Privacy Management of Alcohol Content on Social-Networking Sites","Romo, Lynsey K.; Thompson, Charee M.; Donovan, Erin E.","","","","COMMUNICATION STUDIES","2017","2017","68","2","","","","173","189","","10.1080/10510974.2017.1280067","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Confucian ethics perspective The effect of course style on the information ethics cognition of students","Chang, Christina Ling-Hsing","","","","MANAGEMENT DECISION","2017","2017","55","2","","","","427","449","","10.1108/MD-07-2016-0447","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Child and teacher acceptability of school-based echocardiographic screening for rheumatic heart disease in Uganda","Ploutz, Michelle; Aliku, Twalib; Bradley-Hewitt, Tyler; Dantin, Andrea; Lemley, Bethan; Gillespie, Catherine W.; Lwabi, Peter; Sable, Craig; Beaton, Andrea","","","","CARDIOLOGY IN THE YOUNG","JAN 2017","2017","27","1","","","","82","89","","10.1017/S1047951116000159","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"'IT'S TOUGH BEING GAY'. GAY, LESBIAN AND BISEXUAL STUDENTS' EXPERIENCES OF BEING 'AT HOME' IN SOUTH AFRICAN UNIVERSITY RESIDENCE LIFE","Munyuki, C.; Vincent, L. D.","","","","SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION","2017","2017","31","4","","","","14","33","","10.20853/31-4-869","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"Facebook habits among adolescents: Impact of perceived social support and tablet computers","Oncu, Semiral","","","","INFORMATION DEVELOPMENT","NOV 2016","2016","32","5","","","","1457","1470","","10.1177/0266666915604674","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Social Networking Sites: College Students' Patterns of Use and Concerns for Privacy and Trust by Gender, Ethnicity, and Employment Status","Kyei-Blankson, Lydia; Iyer, Kamakshi S.; Subramanian, Lavanya","","","","INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION","OCT-DEC 2016","2016","12","4","","","","62","75","","10.4018/IJICTE.2016100106","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Cloud Storage Privacy and Security User Awareness: A Comparative Analysis between Dutch and Macedonian Users","Mijuskovic, Adriana; Ferati, Mexhid","","","","INTERNATIONAL JOURNAL OF HUMAN CAPITAL AND INFORMATION TECHNOLOGY PROFESSIONALS","JUL-SEP 2016","2016","7","3","","","SI","1","18","","10.4018/IJHCITP.2016070101","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"CONFRONTING THE UBIQUITY OF ELECTRONIC COMMUNICATION AND SOCIAL MEDIA: ETHICAL AND LEGAL CONSIDERATIONS FOR PSYCHOEDUCATIONAL PRACTICE","Demers, Joseph A.; Sullivan, Amanda L.","","","","PSYCHOLOGY IN THE SCHOOLS","MAY 2016","2016","53","5","","","","517","532","","10.1002/pits.21920","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Effects of Social Networking on Malaysian Secondary School Students: Attitudes, Behaviours and Awareness of Risks","Siew Ming Thang; Noor, Noorizah Mohd.; Taha, Adzuhaidah M.; Lay Shi Ng; Aziz, Noor Baizura Abdul","","","","PERTANIKA JOURNAL OF SOCIAL SCIENCE AND HUMANITIES","FEB 2016","2016","24","","","","SI","157","167","","","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"EduNotes - A Mobile Learning Application for Collaborative Note-Taking in Lecture Settings","Popescu, Elvira; Stefan, Constantin; Ilie, Sorin; Ivanovic, Mirjana","","","Chiu, DKW; Marenzi, I; Nanni, U; Spaniol, M; Temperini, M","ADVANCES IN WEB-BASED LEARNING, (ICWL 2016)","2016","2016","10013","","","","","131","140","","10.1007/978-3-319-47440-3_15","15th Annual International Conference on Web-Based Learning (ICWL)","OCT 26-29, 2016","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Supporting Scalable Data Sharing in Online Education","Cummins, Stephen; Beresford, Alastair R.; Davies, Ian; Rice, Andrew","","","","PROCEEDINGS OF THE THIRD (2016) ACM CONFERENCE ON LEARNING @ SCALE (L@S 2016)","2016","2016","","","","","","97","100","","10.1145/2876034.2893376","3rd Annual ACM Conference on Learning at Scale (L at S)","APR 25-26, 2016","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"Privacy Concerns in Sharing Personal Consumption Data through Online Applications","Kamilaris, Andreas; Pitsillides, Andreas; Kondepudi, Sekhar; Komninos, Nikos","","","","2016 INTERNATIONAL WIRELESS COMMUNICATIONS AND MOBILE COMPUTING CONFERENCE (IWCMC)","2016","2016","","","","","","594","599","","","12th International Wireless Communications & Mobile Computing Conference (IWCMC)","SEP 05-09, 2016","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"Social Network Usage","Usluel, Yasemin Kocak","","","Issa, T; Isaias, P; Kommers, P","SOCIAL NETWORKING AND EDUCATION: GLOBAL PERSPECTIVES","2016","2016","","","","","","213","222","","10.1007/978-3-319-17716-8_13","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"CITIZEN JOURNALISM AND ELECTION MONITORING IN NIGERIA","Tsegyu, Santas","","","","JURNAL KOMUNIKASI-MALAYSIAN JOURNAL OF COMMUNICATION","2016","2016","32","1","","","","491","517","","","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"A mobile school-based HCT service - is it youth friendly?","Lawrence, Estelle; Struthers, Patricia; Van Hove, Geert","","","","SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS","2016","2016","13","1","","","","123","135","","10.1080/17290376.2016.1222597","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"An exploration of the contexts, challenges and competencies of pre-teenage children on the internet","McDonald-Brown, Craig; Laxman, Kumar; Hope, John","","","","INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING","2016","2016","8","1","","","","1","25","","10.1504/IJTEL.2016.075949","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Parents' reactions to testing for herpes simplex virus type 2 as a biomarker of sexual activity in Botswana junior secondary school students","Cham, Haddi J.; Lasswell, Sarah M.; Miller, Kim S.","","","","SEXUAL HEALTH","2016","2016","13","2","","","","148","154","","10.1071/SH15092","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"STUDENT MOVEMENT IN CHILE, SITUATED LEARNING AND DIGITAL ACTIVISM. COMMITMENT, SOCIAL CHANGE AND TECHNOLOGICAL USES IN TEENAGERS","Pena, Patricia; Rodriguez, Raul; Saez, Chiara","","","","OBETS-REVISTA DE CIENCIAS SOCIALES","JAN-JUN 2016","2016","11","1","","","","287","310","","10.14198/OBETS2016.11.1.11","","","2","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
