TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
""You Do It without Their Knowledge." Assessing Knowledge and Perception of Stealthing among College Students","Ahmad, Marwa; Becerra, Benjamin; Hernandez, Dyanna; Okpala, Paulchris; Olney, Amber; Becerra, Monideepa","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","MAY 2020","2020","17","10","","","","","","3527","10.3390/ijerph17103527","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collaborative design of an active learning classroom with high school students and teachers","Kepez, Orcun; Ust, Selin","","","","ARCHNET-IJAR INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH","SEP 21 2020","2020","14","3","","","","525","541","","10.1108/ARCH-11-2019-0262","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ICT ethics-related cognition among undergraduate students A grounded theory study from a social constructivist perspective","Al-Nuaimi, Maryam Nasser; Bouazza, AbdelMajid; Abu-Hilal, Maher M.","","","","JOURNAL OF INFORMATION COMMUNICATION & ETHICS IN SOCIETY","OCT 20 2020","2020","18","4","","","","589","607","","10.1108/JICES-08-2019-0097","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Understanding the healthcare provider response to sexual violence in Ghana: A situational analysis","Cannon, Lindsay M.; Sheridan-Fulton, Emily C.; Dankyi, Roberta; Seidu, Abdul-Aziz; Compton, Sarah D.; Odoi, Amanda; Darteh, Eugene K. M.; Munro-Kramer, Michelle L.","","","","PLOS ONE","APR 21 2020","2020","15","4","","","","","","e0231644","10.1371/journal.pone.0231644","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Family Communicative Environment's Effects on Young Adults' Social Norms about Limiting Alcohol: Examining the Mediating Effects of Implicit Privacy Rules","Brannon, Grace Ellen","","","","HEALTH COMMUNICATION","","2020","","","","","","","","","10.1080/10410236.2020.1748819","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Exploring pharmacy ethics in developing countries: a scoping review","Fino, Leen B.; Basheti, Iman A.; Saini, Bandana; Moles, Rebekah; Chaar, Betty B.","","","","INTERNATIONAL JOURNAL OF CLINICAL PHARMACY","APR 2020","2020","42","2","","","","418","435","","10.1007/s11096-020-01021-4","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What do young women living in regional and rural Victoria say about chlamydia testing? A qualitative study","Wagg, Emma; Hocking, Jane; Tomnay, Jane","","","","SEXUAL HEALTH","APR 2020","2020","17","2","","","","160","166","","10.1071/SH19182","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Measuring Inappropriate Sexual Behavior Among University Students: Using the Randomized Response Technique to Enhance Self-Reporting","Rueda, Ma Mar; Cobo, Beatriz; Lopez-Torrecillas, Francisca","","","","SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT","APR 2020","2020","32","3","","","","320","334","","10.1177/1079063219825872","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Comprehensive Primer to Library Learning Analytics Practices, Initiatives, and Privacy Issues","Jones, Kyle M. L.; Briney, Kristin A.; Goben, Abigail; Salo, Dorothea; Asher, Andrew; Perry, Michael R.","","","","COLLEGE & RESEARCH LIBRARIES","APR 2020","2020","81","3","","","SI","570","591","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To-friend or not-to-friend with teachers on SNSs: University students' perspectives","Turan, Zeynep; Durdu, Levent; Goktas, Yuksel","","","","COMUNICAR","APR 1 2020","2020","28","63","","","","87","96","","10.3916/C63-2020-08","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Using data walls to display assessment results: a review of their affective impacts on teachers and students","Harris, Lois; Wyatt-Smith, Claire; Adie, Lenore","","","","TEACHERS AND TEACHING","JAN 2 2020","2020","26","1","","","","50","66","","10.1080/13540602.2020.1739018","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creating a Human Gross Anatomy Laboratory: The Experience at a Primarily Undergraduate Institution","Zdilla, Matthew J.","","","","ANATOMICAL SCIENCES EDUCATION","SEP 2020","2020","13","5","","","","636","647","","10.1002/ase.1946","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ten caveats of learning analytics in health professions education: A consumer's perspective","ten Cate, Olle; Dahdal, Suzan; Lambert, Thomas; Neubauer, Florian; Pless, Anina; Pohlmann, Philippe Fabian; van Rijen, Harold; Gurtner, Corinne","","","","MEDICAL TEACHER","JUN 2 2020","2020","42","6","","","","673","678","","10.1080/0142159X.2020.1733505","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Academic video lectures over named data networking","Kanellopoulos, Dimitris","","","","INFORMATION DISCOVERY AND DELIVERY","OCT 8 2020","2020","48","4","","","","165","177","","10.1108/IDD-10-2019-0071","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Community pharmacists' and pharmacy technicians' attitudes and beliefs about depression in elderly","Acheuk, L.; Mouchoux, C.; Lepetit, A.; Novais, T.","","","","ANNALES PHARMACEUTIQUES FRANCAISES","MAR 2020","2020","78","2","","","","167","178","","10.1016/j.pharma.2019.11.001","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Repurchase intentions in Y generation: mediation of trust and e-satisfaction","Trivedi, Shrawan Kumar; Yadav, Mohit","","","","MARKETING INTELLIGENCE & PLANNING","JUN 1 2020","2020","38","4","","","","401","415","","10.1108/MIP-02-2019-0072","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mobile users' information privacy concerns instrument and IoT","Foltz, C. Bryan; Foltz, Laura","","","","INFORMATION AND COMPUTER SECURITY","JUL 16 2020","2020","28","3","","","","359","371","","10.1108/ICS-07-2019-0090","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sexual Health/Reproductive Health-Related Problems of Lesbian, Gay, Bisexual and Transgender People in Turkey and Their Health-Care Needs","Taskin, Lale; Erenel, Ayten Senturk; Sozbir, Sengul Yaman; Gonenc, Ilknur Munevver; Yucel, Cigdem; Dikmen, Hacer Alan; Cetinkaya, Sahika Simsek","","","","FLORENCE NIGHTINGALE JOURNAL OF NURSING","FEB 2020","2020","28","1","","","","97","109","","10.5152/FNJN.2020.19032","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The relationship between preference for privacy and social media usage","Hunter, Gary L.; Taylor, Steven A.","","","","JOURNAL OF CONSUMER MARKETING","JAN 13 2020","2020","37","1","","","","43","54","","10.1108/JCM-11-2018-2927","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social and Behavioral Research with Undocumented Immigrants: Navigating an IRB Committee","Jach, Elizabeth; Gloeckner, Gene; Kohashi, Colleen","","","","HISPANIC JOURNAL OF BEHAVIORAL SCIENCES","FEB 2020","2020","42","1","","","","3","17","0739986319899979","10.1177/0739986319899979","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Developing competencies in genetics nursing: Education intervention for perinatal and pediatric nurses","Murakami, Kyoko; Kutsunugi, Saeko; Tsujino, Kumiko; Stone, Teresa E.; Ito, Misae; Iida, Kazuko","","","","NURSING & HEALTH SCIENCES","JUN 2020","2020","22","2","","","","263","272","","10.1111/nhs.12680","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Automatic Attendance Taking: A Proof of Concept on Privacy Concerns in 802.11 MAC Address Probing","Aun, Yichiet; Gan, Ming-Lee; Khaw, Yen-Min Jasmina","","","Anbar, M; Abdullah, N; Manickam, S","ADVANCES IN CYBER SECURITY (ACES 2019)","2020","2020","1132","","","","","274","288","","10.1007/978-981-15-2693-0_20","1st International Conference on Advances in Cybersecurity (ACeS)","JUL 30-AUG 01, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Early Warning Indicator Systems in Action: Considerations From Identification to Supports","Baharav, Hadar; Sipes, Laurel","","","","TEACHERS COLLEGE RECORD","2020","2020","122","14","","","","","","140305","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hacking the RFID-based Authentication System of a University Campus on a Budget","Pereira, Hugo; Carreira, Rui; Pinto, Pedro; Lopes, Sergio, I","","","Rocha, A; Perez, BE; Penalvo, FG; Miras, MD; Goncalves, R","2020 15TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI'2020)","2020","2020","","","","","","","","","","15th Iberian Conference on Information Systems and Technologies (CISTI)","JUN 24-27, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Supporting Students in Making Informed Data Sharing Decisions: From Comprehension to Consenting","Beardsley, Marc; Martinez-Moreno, Judit; Santos, Patricia; Hernandez-Leo, Davinia","","","Chang, M; Sampson, DG; Huang, R; Hooshyar, D; Chen, NS; Kinshuk; Pedaste, M","2020 IEEE 20TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT 2020)","2020","2020","","","","","","175","179","","10.1109/ICALT49669.2020.00058","20th IEEE International Conference on Advanced Learning Technologies (ICALT)","JUL 06-09, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE IMPACT OF THE NEW NORMAL OF TEACHING TO THE FILIPINO EDUCATORS OF THE 21ST CENTURY","Vitales, V. A.; Ferrer, M. C. D.; Mangahas, T. L. S.","","","","INTERNATIONAL JOURNAL OF MODERN AGRICULTURE","2020","2020","9","4","","","","275","284","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federated Mimic Learning for Privacy Preserving Intrusion Detection","Al-Marri, Noor Ali Al-Athba; Ciftler, Bekir S.; Abdallah, Mohamed M.","","","","2020 IEEE INTERNATIONAL BLACK SEA CONFERENCE ON COMMUNICATIONS AND NETWORKING (BLACKSEACOM)","2020","2020","","","","","","","","","","IEEE International Black Sea Conference on Communications and Networking (IEEE BlackSeaCom)","MAY 26-29, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ONLINE BEHAVIOUR AND PRIVACY DISCLOSURE","Sigmund, Tomas","","","Fejfar, J; Flegl, M","PROCEEDINGS OF THE 17TH INTERNATIONAL CONFERENCE EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2020 (ERIE 2020)","2020","2020","","","","","","272","278","","","17th International Conference on Efficiency and Responsibility in Education (ERIE)","JUN 04-05, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethical, Legal and Privacy Considerations for Adaptive Systems","Knockaert, Manon; De Vos, Nathan","","","Baneres, D; Rodriguez, ME; GuerreroRoldan, AE","ENGINEERING DATA-DRIVEN ADAPTIVE TRUST-BASED E-ASSESSMENT SYSTEMS: CHALLENGES AND INFRASTRUCTURE SOLUTIONS","2020","2020","34","","","","","267","296","","10.1007/978-3-030-29326-0_12","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Comprehensive Survey on various Security Authentication Schemes for Mobile Touch Screen","Bhatt, Gaurav; Bhushan, Bharat","","","Tomar, GS","2020 IEEE 9TH INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND NETWORK TECHNOLOGIES (CSNT 2020)","2020","2020","","","","","","248","253","","10.1109/CSNT.2020.46","IEEE 9th International Conference on Communication Systems and Network Technologies (CSNT)","APR 10-12, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of Social Engineering Research Tool on College Student Population: Behavioural Cognitive Internet Security Questionnaire (BCISQ)","Velki, Tena; Solic, Kresimir","","","","POLICIJA I SIGURNOST-POLICE AND SECURITY","2020","2020","29","4","","","","341","355","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blockchain, IoT and Fog Computing for Smart Education Management","Chaiyarak, Sakchai; Koednet, Alongkorn; Nilsook, Prachyanun","","","","INTERNATIONAL JOURNAL OF EDUCATION AND INFORMATION TECHNOLOGIES","2020","2020","14","","","","","52","61","","10.46300/9109.2020.14.7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Risks Inherent in Inaccurate or Inadvertent Use of Social Networks in Greece","Stratigopoulou, Eleni; Ntalianis, Klimis; Kikili, Vasiliki; Ntalianis, Filotheos","","","","INTERNATIONAL JOURNAL OF EDUCATION AND INFORMATION TECHNOLOGIES","2020","2020","14","","","","","108","114","","10.46300/9109.2020.14.13","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perspectives from the stakeholder: Students' views regarding learning analytics and data collection","West, Deborah; Luzeckyj, Ann; Searle, Bill; Toohey, Danny; Vanderlelie, Jessica; Bell, Kevin R.","","","","AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY","2020","2020","36","6","","","SI","72","88","","10.14742/ajet.5957","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Network and Sentiment Analysis: Investigation of Students' Perspectives on Lecture Recording","Nkomo, Larian M.; Ndukwe, Ifeanyi G.; Daniel, Ben Kei","","","","IEEE ACCESS","2020","2020","8","","","","","228693","228701","","10.1109/ACCESS.2020.3044064","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Robotic Positive Psychology Coach to Improve College Students' Wellbeing","Jeong, Sooyeon; Alghowinem, Sharifa; Aymerich-Franch, Laura; Arias, Kika; Lapedriza, Agata; Picard, Rosalind; Park, Hae Won; Breazeal, Cynthia","","","","2020 29TH IEEE INTERNATIONAL CONFERENCE ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION (RO-MAN)","2020","2020","","","","","","187","194","","","29th IEEE International Conference on Robot and Human Interactive Communication (IEEE RO-MAN)","AUG 31-SEP 04, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Exploring the impact of intimate partner violence on the women students living in cohabitation","Mashabela, Emanuel; Kheswa, Jabulani Gilford","","","","INDEPENDENT JOURNAL OF TEACHING AND LEARNING","2020","2020","15","1","","","","35","48","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Multi-stakeholder Perspectives on the Maternal, Provider, Institutional, Community, and Policy Drivers of Disrespectful Maternity Care in South-East Nigeria","Okedo-Alex, Ijeoma Nkem; Akannike, Ifeyinwa Chizoba; Nwafor, Johnbosco Ifunanya; Abateneh, Dejene Derseh; Uneke, Chigozie Jesse","","","","INTERNATIONAL JOURNAL OF WOMENS HEALTH","2020","2020","12","","","","","1145","1159","","10.2147/IJWH.S277827","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Paradigm-Shifting From Domain-Driven Data Mining Frameworks to Process-Based Domain-Driven Data Mining-Actionable Knowledge Discovery Framework","Fatima, Fakeeha; Talib, Ramzan; Hanif, Muhammad Kashif; Awais, Muhammad","","","","IEEE ACCESS","2020","2020","8","","","","","210763","210774","","10.1109/ACCESS.2020.3039111","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Assessing Higher Education in the COVID-19 Era","Kumar, Rahul","","","","BROCK EDUCATION-A JOURNAL OF EDUCATIONAL RESEARCH AND PRACTICE","2020","2020","29","2","","","","37","41","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teachers' perceptions of data management as educational resource","Hoel, Tore; Chen, Weiqin; Yu, Lu","","","","NORDIC JOURNAL OF DIGITAL LITERACY","2020","2020","15","3","","","","178","189","","10.18261/issn.1891-943x-2020-03-04","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A SELF-ASSESSMENT APPROACH TO ADOLESCENTS' CYBERETHICS EDUCATION","Ng, Wing Shui","","","","JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH","2020","2020","19","","","","","555","570","","10.28945/4623","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Analyzing Privacy Practices of Existing mHealth Apps","Prasad, Aarathi; Clark, Matthew; Ha Linh Nguyen; Ruiz, Ruben; Xiao, Emily","","","Cabitza, F; Fred, A; Gamboa, H","PROCEEDINGS OF THE 13TH INTERNATIONAL JOINT CONFERENCE ON BIOMEDICAL ENGINEERING SYSTEMS AND TECHNOLOGIES, VOL 5: HEALTHINF","2020","2020","","","","","","563","570","","10.5220/0009059605630570","13th International Joint Conference on Biomedical Engineering Systems and Technologies","FEB 24-26, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Role of location-based mobile apps in city marketing: Besiktas as a student-friendly district","Akdag, Suzan Girginkaya; Ergen, Ahu","","","","JOURNAL OF LOCATION BASED SERVICES","2020","2020","14","2","","","","49","70","","10.1080/17489725.2020.1788184","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malicious Social Surveillance and Negative Implications in Romantic Relationships among Undergraduates","Hernandez-Santaolalla, Victor; Hermida, Alberto","","","","SURVEILLANCE & SOCIETY","2020","2020","18","3","","","","387","399","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RESEARCH-BASED APPROACHES IN INTERIOR ARCHITECTURE EDUCATION","Hasirci, Deniz","","","Chova, LG; Martinez, AL; Torres, IC","14TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2020)","2020","2020","","","","","","54","60","","","14th International Technology, Education and Development Conference (INTED)","MAR 02-04, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TEACHERS' PERCEPTIONS, PROFICIENCY, AND INTEGRATION OF WEB 2.0 TOOLS IN LITERACY INSTRUCTION IN THE UNITED STATES OF AMERICA","Lee, G. L.; Luo, T.; Shah, S. S.; Muljana, P.","","","Chova, LG; Martinez, AL; Torres, IC","14TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2020)","2020","2020","","","","","","2343","2343","","","14th International Technology, Education and Development Conference (INTED)","MAR 02-04, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ETHICS CONCERNS IN ARTIFICIAL INTELLIGENCE USE IN EDUCATION","Weber, A.","","","Chova, LG; Martinez, AL; Torres, IC","14TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2020)","2020","2020","","","","","","4539","4544","","","14th International Technology, Education and Development Conference (INTED)","MAR 02-04, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
