TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"READING AND GRAMMAR LEARNING THROUGH MOBILE PHONES","Wang, Shudong; Smith, Simon","","","","LANGUAGE LEARNING & TECHNOLOGY","OCT 2013","2013","17","3","","","SI","117","134","","","","","37","4.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","8","5","5","7","6","1"
"Inferring Colocation and Conversation Networks from Privacy-Sensitive Audio with Implications for Computational Social Science","Wyatt, Danny; Choudhury, Tanzeem; Bilmes, Jeff; Kitts, James A.","","","","ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY","2011","2011","2","1","","","SI","","","7","10.1145/1889681.1889688","","","37","3.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2","3","3","9","5","3","3","3","1"
"Developing school-based BMI screening and parent notification programs: Findings from focus groups with parents of elementary school students","Kubik, Martha Young; Story, Mary; Rieland, Gayle","","","","HEALTH EDUCATION & BEHAVIOR","AUG 2007","2007","34","4","","","","622","633","","10.1177/1090198105285373","","","37","2.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","7","2","2","2","2","2","7","0","1","3","1","2","2"
"Human rights and patients' privacy in UK hospitals","Woogara, J","","","","NURSING ETHICS","MAY 2001","2001","8","3","","","","234","246","","10.1177/096973300100800308","","","37","1.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","3","2","3","1","2","1","2","1","0","4","6","1","2","2","0"
"Factors influencing obstetric and gynecologic patients' decisions toward medical student involvement in the outpatient setting","Ching, SL; Gates, EA; Robertson, PA","","","","AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","JUN 2000","2000","182","6","","","","1429","1432","","10.1067/mob.2000.106133","66th Annual Meeting of the Pacific-Coast-Obstetrical-and-Gynecological-Society","OCT 20-24, 1999","37","1.68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","5","2","1","4","2","2","0","1","4","1","1","2","2","3","1","0"
"Diabetes and vascular impotence: does insulin dependence increase the relative severity?","Metro, MJ; Broderick, GA","","","","INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH","APR 1999","1999","11","2","","","","87","89","","10.1038/sj.ijir.3900387","","","37","1.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","4","2","6","0","2","0","4","4","0","3","1","0","0","2","0","0","0","0","0"
"Why do college students prefer Facebook, Twitter, or Instagram? Site affordances, tensions between privacy and self-expression, and implications for social capital","Shane-Simpson, Christina; Manago, Adriana; Gaggi, Naomi; Gillespie-Lynch, Kristen","","","","COMPUTERS IN HUMAN BEHAVIOR","SEP 2018","2018","86","","","","","276","288","","10.1016/j.chb.2018.04.041","","","38","9.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","19","13"
"Unrealistic optimism in internet events","Campbell, Jamonn; Greenauer, Nathan; Macaluso, Kristin; End, Christian","","","","COMPUTERS IN HUMAN BEHAVIOR","MAY 2007","2007","23","3","","","","1273","1284","","10.1016/j.chb.2004.12.005","","","38","2.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","4","4","3","3","3","6","2","3","1","1"
"Ethics and Privacy Implications of Using the Internet and Social Media to Recruit Participants for Health Research: A Privacy-by-Design Framework for Online Recruitment","Bender, Jacqueline Lorene; Cyr, Alaina B.; Arbuckle, Luk; Ferris, Lorraine E.","","","","JOURNAL OF MEDICAL INTERNET RESEARCH","APR 2017","2017","19","4","","","","","","e104","10.2196/jmir.7029","","","39","7.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","9","13","12","2"
"The effects of social media on students' behaviors; Facebook as a case study","Kaya, Tugberk; Bicen, Huseyin","","","","COMPUTERS IN HUMAN BEHAVIOR","JUN 2016","2016","59","","","","","374","379","","10.1016/j.chb.2016.02.036","","","39","6.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","9","7","11","0"
"Tweens' conceptions of privacy online: implications for educators","Davis, Katie; James, Carrie","","","","LEARNING MEDIA AND TECHNOLOGY","MAR 1 2013","2013","38","1","","","","4","25","","10.1080/17439884.2012.658404","","","39","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","8","6","4","7","6","4","0"
"EXPLORING THE INTERNET AS A UNIQUE SHOPPING CHANNEL TO SELL BOTH REAL AND VIRTUAL ITEMS: A COMPARISON OF FACTORS AFFECTING PURCHASE INTENTION AND CONSUMER CHARACTERISTICS","Cha, Jiyoung","","","","JOURNAL OF ELECTRONIC COMMERCE RESEARCH","2011","2011","12","2","","","","115","132","","","","","39","3.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","3","6","7","7","1","7","1","0"
"Human values and social identities: A study in two collectivist cultures","Gouveia, VV; de Albuquerque, FJB; Clemente, M; Espinosa, P","","","","INTERNATIONAL JOURNAL OF PSYCHOLOGY","DEC 2002","2002","37","6","","","","333","342","","10.1080/00207590244000179","","","39","1.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","5","2","3","7","2","3","3","0","1","1","0","1","4","1"
"Pharmaceutical care for people with depression: Belgian pharmacists' attitudes and perceived barriers","Liekens, Sophie; Smits, Tim; Laekeman, Gert; Foulon, Veerle","","","","INTERNATIONAL JOURNAL OF CLINICAL PHARMACY","JUN 2012","2012","34","3","","","","452","459","","10.1007/s11096-012-9628-0","","","40","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","3","9","4","1","6","10","0"
"Satisfaction in a dormitory building - The effects of floor height on the perception of room size and crowding","Kaya, N; Erkip, F","","","","ENVIRONMENT AND BEHAVIOR","JAN 2001","2001","33","1","","","","35","53","","10.1177/00139160121972855","","","40","1.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","2","0","3","3","6","1","1","2","2","4","2","3","3","5","0"
"What do family medicine patients think about medical students' participation in their health care?","Devera-Sales, A; Paden, C; Vinson, DC","","","","ACADEMIC MEDICINE","MAY 1999","1999","74","5","","","","550","552","","10.1097/00001888-199905000-00024","","","40","1.74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","4","3","0","2","2","3","2","4","0","1","2","1","2","1","2","0","1","0","2","0"
"A Comprehensive Review of School-Based Body Mass Index Screening Programs and Their Implications for School Health: Do the Controversies Accurately Reflect the Research?","Ruggieri, Dominique G.; Bass, Sarah B.","","","","JOURNAL OF SCHOOL HEALTH","JAN 2015","2015","85","1","","","","61","72","","10.1111/josh.12222","","","41","5.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","7","5","6","9","4"
"Online Social Networking Patterns Among Adolescents, Young Adults, and Sexual Offenders","Dowdell, Elizabeth B.; Burgess, Ann W.; Flores, J. Robert","","","","AMERICAN JOURNAL OF NURSING","JUL 2011","2011","111","7","","","","28","36","","10.1097/01.NAJ.0000399310.83160.73","","","41","3.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","10","4","3","4","1","5","0","1"
"A qualitative analysis of student Balint groups in medical education: Contexts and triggers of case presentations and discussion themes","Torppa, Martina A.; Makkonen, Eeva; Martenson, Camilla; Pitkala, Kaisu H.","","","","PATIENT EDUCATION AND COUNSELING","JUL 2008","2008","72","1","","","","5","11","","10.1016/j.pec.2008.01.012","","","41","2.93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","3","6","1","4","4","4","4","8","0"
"Use of Social Network Sites for Communication Among Health Professionals: Systematic Review","Chan, Windy S. Y.; Leung, Angela Y. M.","","","","JOURNAL OF MEDICAL INTERNET RESEARCH","MAR 2018","2018","20","3","","","","","","e117","10.2196/jmir.8382","","","42","10.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","13","21","3"
"Mobile Technologies: Expectancy, Usage, and Acceptance of Clinical Staff and Patients at a University Medical Center","Illiger, Kristin; Hupka, Markus; von Jan, Ute; Wichelhaus, Daniel; Albrecht, Urs-Vito","","","","JMIR MHEALTH AND UHEALTH","OCT-DEC 2014","2014","2","4","","","","","","e42","10.2196/mhealth.3799","","","42","5.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","8","4","10","9","1"
"Medical Students and Personal Smartphones in the Clinical Environment: The Impact on Confidentiality of Personal Health Information and Professionalism","Kim Tran; Morra, Dante; Lo, Vivian; Quan, Sherman D.; Abrams, Howard; Wu, Robert C.","","","","JOURNAL OF MEDICAL INTERNET RESEARCH","MAY 2014","2014","16","5","","","","79","86","","10.2196/jmir.3138","","","42","5.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","9","9","6","8","4","0"
"Use and Views on Social Networking Sites of Pharmacy Students in the United Kingdom","Hall, Maurice; Hanna, Lezley-Anne; Huey, Gwenyth","","","","AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION","2013","2013","77","1","","","","","","9","10.5688/ajpe7719","","","42","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","6","5","10","6","6","4","0"
"The prevalence and correlates of suicidal behaviours (ideation, plan and attempt) among adolescents in senior high schools in Ghana","Asante, Kwaku Oppong; Kugbey, Nuworza; Osafo, Joseph; Quarshie, Emmanuel Nii-Boye; Sarfo, Jacob Owusu","","","","SSM-POPULATION HEALTH","DEC 2017","2017","3","","","","","427","434","","10.1016/j.ssmph.2017.05.005","","","43","8.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","10","21","8"
"The Missing Manual: Using National Student Clearinghouse Data to Track Postsecondary Outcomes","Dynarski, Susan M.; Hemelt, Steven W.; Hyman, Joshua M.","","","","EDUCATIONAL EVALUATION AND POLICY ANALYSIS","MAY 2015","2015","37","","","1","","53S","79S","","10.3102/0162373715576078","","","43","6.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","10","4","10","9","3"
"A comparison of the menstruation and education experiences of girls in Tanzania, Ghana, Cambodia and Ethiopia","Sommer, Marni; Ackatia-Armah, Nana; Connolly, Susan; Smiles, Dana","","","","COMPARE-A JOURNAL OF COMPARATIVE AND INTERNATIONAL EDUCATION","JUL 4 2015","2015","45","4","","","","589","609","","10.1080/03057925.2013.871399","","","44","6.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","7","9","12","9","3"
"STRATEGIC IMAGE MANAGEMENT ONLINE: Self-presentation, self-esteem and social network perspectives","Rui, Jian Raymond; Stefanone, Michael A.","","","","INFORMATION COMMUNICATION & SOCIETY","OCT 1 2013","2013","16","8","","","","1286","1305","","10.1080/1369118X.2013.763834","","","44","4.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","3","11","6","9","6","2"
"Facilitating Conditions, Wireless Trust and adoption intention","Lu, J; Yu, CS; Liu, C","","","","JOURNAL OF COMPUTER INFORMATION SYSTEMS","FAL 2005","2005","46","1","","","","17","24","","","","","44","2.59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","1","3","1","2","4","6","2","0","2","3","6","3","1"
"Rainbow SPARX: A Novel Approach to Addressing Depression in Sexual Minority Youth","Lucassen, Mathijs F. G.; Merry, Sally N.; Hatcher, Simon; Frampton, Christopher M. A.","","","","COGNITIVE AND BEHAVIORAL PRACTICE","MAY 2015","2015","22","2","","","","203","216","","10.1016/j.cbpra.2013.12.008","","","45","6.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","8","4","13","11","6"
"An exploration of the potential educational value of Facebook","Jong, Bin-Shyan; Lai, Chien-Hung; Hsia, Yen-Teh; Lin, Tsong-Wuu; Liao, Yu-Syuan","","","","COMPUTERS IN HUMAN BEHAVIOR","MAR 2014","2014","32","","","","","201","211","","10.1016/j.chb.2013.12.007","","","45","5.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","10","5","10","7","0","2"
"Measuring Actual eHealth Literacy Among Patients With Rheumatic Diseases: a Qualitative Analysis of Problems Encountered Using Health 1.0 and Health 2.0 Applications","van der Vaart, Rosalie; Drossaert, Constance H. C.; de Heus, Miriam; Taal, Erik; van de Laar, Mart A. F. J.","","","","JOURNAL OF MEDICAL INTERNET RESEARCH","FEB 2013","2013","15","2","","","","","","e27","10.2196/jmir.2428","","","45","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","5","7","3","7","9","5","1"
"Towards more empathic medical students: a medical student hospitalization experience","Wilkes, M; Milgrom, E; Hoffman, JR","","","","MEDICAL EDUCATION","JUN 2002","2002","36","6","","","","528","533","","10.1046/j.1365-2923.2002.01230.x","","","45","2.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","3","3","3","4","2","4","0","1","4","1","6","3","1","2","3","0"
"Adolescents' perceptions of a health survey using multimedia computer-assisted self-administered interview","Watson, PD; Denny, SJ; Adair, V; Ameratunga, SN; Clark, TC; Crengle, SM; Dixon, RS; Fa'asisila, M; Merry, SN; Robinson, EM; Sporle, AA","","","","AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH","DEC 2001","2001","25","6","","","","520","524","","10.1111/j.1467-842X.2001.tb00316.x","","","45","2.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","2","6","1","2","4","1","1","3","1","4","3","5","4","2","1"
"Living Situation Affects Adherence to Combination Antiretroviral Therapy in HIV-Infected Adolescents in Rwanda: A Qualitative Study","Mutwa, Philippe R.; Van Nuil, Jennifer Ilo; Asiimwe-Kateera, Brenda; Kestelyn, Evelyne; Vyankandondera, Joseph; Pool, Robert; Ruhirimbura, John; Kanakuze, Chantal; Reiss, Peter; Geelen, Sibyl; van de Wijgert, Janneke; Boer, Kimberly R.","","","","PLOS ONE","APR 3 2013","2013","8","4","","","","","","e60073","10.1371/journal.pone.0060073","","","46","5.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","6","6","6","8","7","3"
"Social Networks and Young People. Comparative Study of Facebook between Colombia and Spain","Almansa-Martinez, Ana; Fonseca, O.; Castillo-Esparcia, Antonio","","","","COMUNICAR","MAR 1 2013","2013","20","40","","","","127","134","","10.3916/C40-2013-03-03","","","46","5.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","5","9","7","7","3","8","3"
"THE PREVALENCE OF CHILD SEXUAL ABUSE IN FINLAND","SARIOLA, H; UUTELA, A","","","","CHILD ABUSE & NEGLECT","OCT 1994","1994","18","10","","","","827","835","","10.1016/0145-2134(94)90062-0","","","46","1.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","0","1","1","2","2","2","1","4","5","3","4","3","2","2","3","1","0","2","3","0","0"
"Couldn't or Wouldn't? The Influence of Privacy Concerns and Self-Efficacy in Privacy Management on Privacy Protection","Chen, Hsuan-Ting; Chen, Wenghong","","","","CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING","JAN 1 2015","2015","18","1","","","","13","19","","10.1089/cyber.2014.0456","","","47","6.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","9","11","15","0"
"Ethics in information technology and software use","Calluzzo, VJ; Cante, CJ","","","","JOURNAL OF BUSINESS ETHICS","MAY 2004","2004","51","3","","","","301","312","","10.1023/B:BUSI.0000032658.12032.4e","","","47","2.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6","4","1","2","3","9","3","3","3","4","2","1","2","0"
"Youth and the Internet: Uses and practices in the home","Aslanidou, Sofia; Menexes, George","","","","COMPUTERS & EDUCATION","NOV 2008","2008","51","3","","","","1375","1391","","10.1016/j.compedu.2007.12.003","","","48","3.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6","6","5","6","3","5","7","1","3","0","0"
"Social media in higher education: A literature review of Facebook","Chugh, Ritesh; Ruhi, Umar","","","","EDUCATION AND INFORMATION TECHNOLOGIES","MAR 2018","2018","23","2","","","","605","616","","10.1007/s10639-017-9621-2","","","49","12.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","18","22","7"
"The ConRed Program, an Evidence-based Practice","Del Rey, Rosario; Casas, Jose A.; Ortega, Rosario","","","","COMUNICAR","OCT 1 2012","2012","20","39","","","","129","137","","10.3916/C39-2012-03-03","","","50","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","7","8","7","5","13","3","0"
"Online Obsessive Relational Intrusion: Further Concerns About Facebook","Chaulk, Kasey; Jones, Tim","","","","JOURNAL OF FAMILY VIOLENCE","MAY 2011","2011","26","4","","","","245","254","","10.1007/s10896-011-9360-x","","","50","4.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","4","3","3","9","8","10","3","4"
"Self-rated health among university students in relation to sense of coherence and other personality traits","von Bothmer, MIK; Fridlund, B","","","","SCANDINAVIAN JOURNAL OF CARING SCIENCES","DEC 2003","2003","17","4","","","","347","357","","10.1046/j.0283-9318.2003.00234.x","","","50","2.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","2","5","4","5","4","5","4","2","0","4","2","0","4","2","0"
"The promise, reality and dilemmas of secondary school teacher-student interactions in Facebook: The teacher perspective","Asterhan, Christa S. C.; Rosenberg, Hananel","","","","COMPUTERS & EDUCATION","JUL 2015","2015","85","","","","","134","148","","10.1016/j.compedu.2015.02.003","","","51","7.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","11","10","9","9","4"
"An analysis of ethical issues in using wastewater analysis to monitor illicit drug use","Hall, Wayne; Prichard, Jeremy; Kirkbride, Paul; Bruno, Raimondo; Thai, Phong K.; Gartner, Coral; Lai, Foon Yin; Ort, Christoph; Mueller, Jochen F.","","","","ADDICTION","OCT 2012","2012","107","10","","","","1767","1773","","10.1111/j.1360-0443.2012.03887.x","","","52","5.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6","3","12","5","7","6","6","1"
"Knowing, Building and Living Together on Internet and Social Networks: The ConRed Cyberbullying Prevention Program","Ortega-Ruiz, Rosario; Del Rey, Rosario; Casas, Jose A.","","","","INTERNATIONAL JOURNAL OF CONFLICT AND VIOLENCE","2012","2012","6","2","","","","303","312","","","","","52","5.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","8","9","6","18","6","1","0"
"Comparison of web-based versus paper-and-pencil self-administered questionnaire: Effects on health indicators in dutch adolescents","van de Looij-Jansen, Petra M.; de Wilde, Erik Jan","","","","HEALTH SERVICES RESEARCH","OCT 2008","2008","43","5","1","","","1708","1721","","10.1111/j.1475-6773.2008.00860.x","","","52","3.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5","6","2","9","2","6","9","8","1"
"THE MEASUREMENT AND STRUCTURE OF HUMAN-RIGHTS ATTITUDES","DIAZVEIZADES, J; WIDAMAN, KF; LITTLE, TD; GIBES, KW","","","","JOURNAL OF SOCIAL PSYCHOLOGY","JUN 1995","1995","135","3","","","","313","328","","10.1080/00224545.1995.9713961","","","52","1.93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","1","1","2","1","2","2","3","2","2","2","2","2","5","3","5","3","4","4","1"
"ETHICAL PROBLEMS OBSERVED BY STUDENT NURSES","Erdil, Fethiye; Korkmaz, Fatos","","","","NURSING ETHICS","SEP 2009","2009","16","5","","","","589","598","","10.1177/0969733009106651","","","53","4.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","7","4","8","10","4","6","6","1"
"Selection in the information age: The impact of privacy concerns and computer experience on applicant reactions","Bauer, Talya N.; Truxillo, Donald M.; Tucker, Jennifer S.; Weathers, Vaunne; Bertolino, Marilena; Erdogan, Beffin; Campion, Michael A.","","","","JOURNAL OF MANAGEMENT","OCT 2006","2006","32","5","","","","601","621","","10.1177/0149206306289829","","","54","3.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","1","3","3","5","3","2","3","7","6","5","9","0"
"Student privacy in learning analytics: An information ethics perspective","Rubel, Alan; Jones, Kyle M. L.","","","","INFORMATION SOCIETY","MAR 14 2016","2016","32","2","","","SI","143","159","","10.1080/01972243.2016.1130502","","","55","9.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","8","20","18","1"
"The effects of window proximity, partition height, and gender on perceptions of open-plan offices","Yildirim, Kemal; Akalin-Baskaya, Aysu; Celebi, Mine","","","","JOURNAL OF ENVIRONMENTAL PSYCHOLOGY","JUN 2007","2007","27","2","","","","154","165","","10.1016/j.jenvp.2007.01.004","","","56","3.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","5","3","2","2","3","4","8","1","6","7","11","1"
